;BTC-USD
01/01/2015;314.2489929199219
02/01/2015;315.0320129394531
03/01/2015;281.0820007324219
04/01/2015;264.19500732421875
05/01/2015;274.4739990234375
06/01/2015;286.1889953613281
07/01/2015;294.3370056152344
08/01/2015;283.3489990234375
09/01/2015;290.4079895019531
10/01/2015;274.7959899902344
11/01/2015;265.6600036621094
12/01/2015;267.7959899902344
13/01/2015;225.86099243164062
14/01/2015;178.10299682617188
15/01/2015;209.843994140625
16/01/2015;208.0970001220703
17/01/2015;199.25999450683594
18/01/2015;210.33900451660156
19/01/2015;214.86099243164062
20/01/2015;211.31500244140625
21/01/2015;226.89700317382812
22/01/2015;233.406005859375
23/01/2015;232.87899780273438
24/01/2015;247.8470001220703
25/01/2015;253.71800231933594
26/01/2015;273.4729919433594
27/01/2015;263.4750061035156
28/01/2015;233.9149932861328
29/01/2015;233.51300048828125
30/01/2015;226.4250030517578
31/01/2015;217.46400451660156
01/02/2015;226.9720001220703
02/02/2015;238.22900390625
03/02/2015;227.26800537109375
04/02/2015;226.85299682617188
05/02/2015;217.11099243164062
06/02/2015;222.26600646972656
07/02/2015;227.75399780273438
08/02/2015;223.41200256347656
09/02/2015;220.11000061035156
10/02/2015;219.83900451660156
11/02/2015;219.18499755859375
12/02/2015;221.76400756835938
13/02/2015;235.427001953125
14/02/2015;257.3210144042969
15/02/2015;234.8249969482422
16/02/2015;233.84300231933594
17/02/2015;243.61000061035156
18/02/2015;236.3260040283203
19/02/2015;240.2830047607422
20/02/2015;243.7790069580078
21/02/2015;244.53399658203125
22/02/2015;235.9770050048828
23/02/2015;238.89199829101562
24/02/2015;238.73500061035156
25/02/2015;237.47000122070312
26/02/2015;236.42599487304688
27/02/2015;253.8280029296875
28/02/2015;254.26300048828125
01/03/2015;260.2019958496094
02/03/2015;275.6700134277344
03/03/2015;281.7019958496094
04/03/2015;273.0920104980469
05/03/2015;276.1780090332031
06/03/2015;272.7229919433594
07/03/2015;276.260986328125
08/03/2015;274.35400390625
09/03/2015;289.60699462890625
10/03/2015;291.760009765625
11/03/2015;296.3789978027344
12/03/2015;294.35400390625
13/03/2015;285.3370056152344
14/03/2015;281.885009765625
15/03/2015;286.39300537109375
16/03/2015;290.5929870605469
17/03/2015;285.5050048828125
18/03/2015;256.29901123046875
19/03/2015;260.9280090332031
20/03/2015;261.7489929199219
21/03/2015;260.0249938964844
22/03/2015;267.9599914550781
23/03/2015;266.739990234375
24/03/2015;245.59500122070312
25/03/2015;246.19700622558594
26/03/2015;248.53199768066406
27/03/2015;247.0290069580078
28/03/2015;252.79800415039062
29/03/2015;242.71299743652344
30/03/2015;247.5260009765625
31/03/2015;244.2239990234375
01/04/2015;247.27200317382812
02/04/2015;253.0050048828125
03/04/2015;254.32200622558594
04/04/2015;253.69700622558594
05/04/2015;260.5979919433594
06/04/2015;255.49200439453125
07/04/2015;253.17999267578125
08/04/2015;245.02200317382812
